-0.000994838 0.0483128
-0.000993092 0.0482063
-0.000996583 0.0484246
-0.000989602 0.0480094
-0.00100007 0.0486641
-0.000986111 0.0478342
-0.00100356 0.0489245
-0.00098262 0.047681
-0.00100705 0.0492055
-0.00097913 0.0475498
-0.00101055 0.0495068
-0.000975639 0.047441
-0.00101404 0.049828
-0.000972148 0.0473546
-0.00101753 0.0501687
-0.000968658 0.0472907
-0.00102102 0.0505287
-0.000965167 0.0472495
-0.00102451 0.0509074
-0.000961676 0.0472309
-0.001028 0.0513045
-0.000958186 0.047235
-0.00103149 0.0517196
-0.000954695 0.0472618
-0.00103498 0.0521523
-0.000951204 0.0473113
-0.00103847 0.0526022
-0.000947714 0.0473833
-0.00104196 0.0530688
-0.000944223 0.0474778
-0.00104545 0.0535518
-0.000940732 0.0475947
-0.00104894 0.0540506
-0.000937242 0.0477338
-0.00105243 0.054565
-0.000933751 0.047895
-0.00105592 0.0550945
-0.00093026 0.0480779
-0.00105941 0.0556385
-0.00092677 0.0482825
-0.00106291 0.0561969
-0.000923279 0.0485084
-0.0010664 0.0567691
-0.000919789 0.0487553
-0.00106989 0.0573547
-0.000916298 0.0490231
-0.00107338 0.0579533
-0.000912807 0.0493113
-0.00107687 0.0585645
-0.000909317 0.0496196
-0.00108036 0.0591881
-0.000905826 0.0499477
-0.00108385 0.0598235
-0.000902335 0.0502952
-0.00108734 0.0604704
-0.000898845 0.0506618
-0.00109083 0.0611285
-0.000895354 0.051047
-0.00109432 0.0617974
-0.000891863 0.0514505
-0.00109781 0.0624767
-0.000888373 0.0518719
-0.0011013 0.0631661
-0.000884882 0.0523108
-0.00110479 0.0638654
-0.000881391 0.0527667
-0.00110828 0.0645741
-0.000877901 0.0532393
-0.00111177 0.0652921
-0.00087441 0.0537281
-0.00111527 0.0660189
-0.000870919 0.0542327
-0.00111876 0.0667543
-0.000867429 0.0547527
-0.00112225 0.067498
-0.000863938 0.0552878
-0.00112574 0.0682497
-0.000860447 0.0558373
-0.00112923 0.0690093
-0.000856957 0.0564011
-0.00113272 0.0697763
-0.000853466 0.0569786
-0.00113621 0.0705507
-0.000849975 0.0575695
-0.0011397 0.0713321
-0.000846485 0.0581734
-0.00114319 0.0721203
-0.000842994 0.0587899
-0.00114668 0.0729151
-0.000839503 0.0594186
-0.00115017 0.0737163
-0.000836013 0.0600591
-0.00115366 0.0745236
-0.000832522 0.060711
-0.00115715 0.0753369
-0.000829031 0.0613741
-0.00116064 0.0761561
-0.000825541 0.062048
-0.00116413 0.0769808
-0.00082205 0.0627322
-0.00116763 0.0778109
-0.000818559 0.0634266
-0.00117112 0.0786463
-0.000815069 0.0641307
-0.00117461 0.0794868
-0.000811578 0.0648442
-0.0011781 0.0803322
-0.000808087 0.0655669
-0.00118159 0.0811824
-0.000804597 0.0662985
-0.00118508 0.0820371
-0.000801106 0.0670386
-0.00118857 0.0828964
-0.000797615 0.0677869
-0.00119206 0.08376
-0.000794125 0.0685433
-0.00119555 0.0846278
-0.000790634 0.0693074
-0.00119904 0.0854997
-0.000787143 0.070079
-0.00120253 0.0863755
-0.000783653 0.0708578
-0.00120602 0.0872551
-0.000780162 0.0716437
-0.00120951 0.0881385
-0.000776672 0.0724363
-0.001213 0.0890255
-0.000773181 0.0732354
-0.00121649 0.0899159
-0.00076969 0.0740409
-0.00121999 0.0908098
-0.0007662 0.0748525
-0.00122348 0.0917069
-0.000762709 0.0756701
-0.00122697 0.0926073
-0.000759218 0.0764933
-0.00123046 0.0935107
-0.000755728 0.0773222
-0.00123395 0.0944172
-0.000752237 0.0781563
-0.00123744 0.0953266
-0.000748746 0.0789957
-0.00124093 0.0962388
-0.000745256 0.0798401
-0.00124442 0.0971538
-0.000741765 0.0806894
-0.00124791 0.0980715
-0.000738274 0.0815434
-0.0012514 0.0989918
-0.000734784 0.082402
-0.00125489 0.0999146
-0.000731293 0.083265
-0.00125838 0.10084
-0.000727802 0.0841323
-0.00126187 0.101768
-0.000724312 0.0850037
-0.00126536 0.102698
-0.000720821 0.0858791
-0.00126885 0.10363
-0.00071733 0.0867584
-0.00127235 0.104564
-0.00071384 0.0876415
-0.00127584 0.105501
-0.000710349 0.0885283
-0.00127933 0.10644
